"","cpg","trait","cpg_pos","lead_snp","cis","b_wald_ratio","se_wald_ratio","p_wald_ratio","coloc_nsnp","coloc_h0","coloc_h1","coloc_h2","coloc_h3","coloc_h4"
"635","cg02135488","Crohn's disease","chr6:166921807","rs2769345",TRUE,0.156003248476081,0.0234,2.676e-11,276,1.39957185344046e-90,1.06261383307291e-08,1.95213060087027e-83,0.147361329443985,0.852638659929888
"636","cg12722569","Crohn's disease","chr6:167370648","rs2769346",TRUE,0.156499348116747,0.0231,1.169e-11,104,6.52016421828959e-25,9.39064626361995e-09,6.52833333259535e-18,0.0931172352959402,0.906882755313417
"637","cg12983741","Crohn's disease","chr6:167136259","rs2769348",TRUE,0.153999239789366,0.0231,2.564e-11,298,7.37993690416477e-61,1.08000720781971e-09,1.02948256062561e-53,0.0140799077097414,0.98592009121026
"638","cg25840433","Crohn's disease","chr6:167104903","rs2769351",TRUE,0.157302849373776,0.0231,9.745e-12,297,9.32078499616215e-74,1.06105118877757e-09,1.3000723905539e-66,0.013813461303851,0.986186537635095
"639","cg04380576","Years of schooling","chr3:50350790","rs2777888",TRUE,0.022,0.002,1.628e-19,158,5.87399915652696e-55,5.68184224512557e-27,2.01627370785185e-29,0.194225733667733,0.805774266332268
"640","cg04380576","Inflammatory bowel disease","chr3:50350790","rs2777888",TRUE,0.108199481976688,0.0169,1.696e-10,142,1.13866388017079e-33,2.27512791070557e-06,2.19319416855328e-29,0.042864378456733,0.95713334641535
"641","cg13392029","Years of schooling","chr1:44400749","rs2782640",TRUE,-0.016,0.003,4.321e-10,32,1.09318619526883e-97,5.38116456162627e-05,8.48681748268434e-96,0.00318083601845157,0.996765352335938
"642","cg02910987","HDL cholesterol","chr10:113840106","rs2792751",TRUE,0.0334,0.0038,3.829e-16,13,8.44951155101816e-31,3.4046411380534e-15,3.16882394782401e-18,0.0117802205106601,0.988219779489338
"643","cg01922684","Height","chr6:142597201","rs2795303",TRUE,-0.023,0.003,1.9e-14,10,1.41521673469949e-72,8.31613976358298e-11,1.15761880558802e-63,0.0670914409571318,0.932908558959702
"644","cg15954235","HDL cholesterol","chr6:34514887","rs2814982",TRUE,0.0371,0.0055,1.223e-11,29,1.31713195686899e-36,6.31981066407318e-08,1.14715962923718e-30,0.0540966581020244,0.945903278699872
"645","cg13038560","Schizophrenia","chr2:200819113","rs281776",TRUE,0.0969996609179504,0.0133,2.744e-13,163,2.10529199998654e-120,6.69584844140353e-10,2.02299937413466e-112,0.0634045848414862,0.936595414488932
"646","cg14559369","Height","chr17:42976850","rs2830",FALSE,0.019,0.003,1e-10,20,3.60202750865812e-36,3.56522899280835e-07,2.43986011788753e-31,0.0231725165684979,0.976827126908596
"647","cg23120936","Rheumatoid arthritis","chr6:44251344","rs28362859",TRUE,-0.23572233352107,0.0289103789048477,1.8e-18,20,3.65836412116853e-88,3.12107488988678e-15,1.03028751006532e-75,0.00779753078456923,0.992202469215439
"648","cg05262634","Rheumatoid arthritis","chr1:38157968","rs28378413",TRUE,0.104360015324243,0.0161657178399462,1.5e-10,38,6.15660936503081e-49,2.15640627783185e-08,5.49451359530488e-42,0.191641786165535,0.808358192270399
"649","cg16626387","Birth weight","chr9:98268788","rs28418339",TRUE,0.0485,0.0063,1.1e-14,59,9.78962998433778e-35,5.46645112992184e-12,5.2817700262744e-25,0.0285215031319709,0.97147849686256
"650","cg13945224","Birth weight","chr9:98111970","rs28448271",TRUE,0.049,0.0062,4.2e-15,122,1.60417111259306e-143,5.18976846216645e-12,9.16792127409705e-134,0.0286884849483285,0.971311515046473
"651","cg18656024","Inflammatory bowel disease","chr3:48633144","rs28452701",TRUE,0.161999794770657,0.0257,2.921e-10,165,2.02703559079622e-21,1.14685428587192e-07,5.86462128047143e-16,0.0322130121273987,0.967786873187171
"652","cg15320272","Inflammatory bowel disease","chr3:48677773","rs28567949",TRUE,0.163198198742176,0.0249,5.979e-11,20,9.57358461397755e-14,6.17739717726101e-08,3.33577640659124e-08,0.0205447874614545,0.979455117406714
"653","cg13782957","Cigarettes smoked per day","chr15:78832906","rs2869032",TRUE,0.8941,0.1,3.781e-19,36,5.08981071969663e-59,1.79569052959689e-20,2.56372225145891e-40,0.0895379263044082,0.910462073695592
"654","cg13782957","Squamous cell lung cancer","chr15:78832906","rs2869032",TRUE,-0.209670965543789,0.027256,1.69e-09,102,8.08156675380909e-61,1.50612615797086e-21,3.95553816734254e-41,0.0727904207289705,0.927209579271033
"655","cg06949812","Rheumatoid arthritis","chr17:38517993","rs2872507",TRUE,0.0953101798043249,0.0139181082271516,2e-12,65,4.24452625039656e-34,3.94928780085794e-13,5.05487327772692e-23,0.0460787702720501,0.953921229727562
"656","cg06949812","Ulcerative colitis","chr17:38517993","rs2872507",TRUE,0.144204234680826,0.0212,9.231e-12,61,2.6197216707734e-29,3.38928683301717e-08,5.05490321806715e-23,0.0644626961007668,0.935537270006361
"657","cg06949812","Primary biliary cirrhosis","chr17:38517993","rs2872507",TRUE,0.201960772046303,0.0395743002392088,3.92563e-10,12,2.40688818075223e-25,6.62139126782409e-05,1.91937686929879e-23,0.00428458997065117,0.995649196116668
"658","cg15469171","Height","chr1:23541345","rs2903545",TRUE,0.027,0.003,4.9e-20,18,4.18089733303542e-43,1.19026256423658e-15,3.26420259625205e-29,0.0920208311538396,0.907979168846162
"659","cg23232773","HDL cholesterol","chr6:31431902","rs291040",FALSE,0.0305,0.0037,8.21e-17,15,2.38988237414795e-135,7.60855512166512e-13,3.36962614477969e-126,7.28447325589542e-05,0.999927155266702
"660","cg08007339","Neuroticism","chr8:8228386","rs2921061",TRUE,0.024,0.004,4.686e-12,11,3.98759305742356e-11,1.55967644065108e-06,2.54719895106678e-07,0.00897189152736456,0.991026294036423
"661","cg24088408","Height","chr20:32274875","rs293727",TRUE,-0.036,0.0033,5.5e-28,63,6.76034442653367e-66,5.78285114417126e-34,4.52290808062025e-35,0.00287180251354948,0.997128197486454
"662","cg18865566","Height","chr20:32274387","rs293736",TRUE,-0.036,0.0033,5.2e-28,43,1.69284724381546e-71,5.7495137053657e-34,1.13836409392741e-40,0.00286916009901459,0.997130839900989
"663","cg09639931","Rheumatoid arthritis","chr17:38024394","rs2941522",TRUE,-0.0943106794712413,0.0139434725861898,6.7e-12,398,0,4.40093478043632e-13,0,0.0572599049560015,0.942740095043671
"664","cg09639931","Inflammatory bowel disease","chr17:38024394","rs2941522",TRUE,-0.123004141941551,0.0169,3.62e-13,248,0,2.23111194411736e-14,0,0.023426566707035,0.976573433293032
"665","cg27333274","Body mass index","chr16:57279026","rs2947413",FALSE,-0.0237,0.003,4.997e-15,25,3.59467006421008e-45,3.76238941726089e-11,1.6953105861883e-36,0.0167608611388384,0.983239138823538
"666","cg27333274","Obesity class 2","chr16:57279026","rs2947413",FALSE,0.12,0.02,4.1e-10,22,1.55072858695099e-41,1.52175919688999e-07,1.45574377831736e-36,0.0132987870743822,0.986701060749695
"667","cg25936922","Schizophrenia","chr2:200820526","rs2949006",TRUE,0.0997005281056178,0.0133,7.463e-14,212,0,6.45972702971795e-10,0,0.0611336630902699,0.938866336263724
"668","cg08578323","Years of schooling","chr5:60428301","rs295579",TRUE,0.016,0.003,4.131e-10,142,1.1081179105807e-25,0.000381715088305387,1.40095649958658e-23,0.0473066533075566,0.952311631604136
"669","cg01631325","Paget's disease","chr18:60191404","rs2957137",TRUE,0.462174,0.061503,5.70599773148654e-14,12,4.35986400347117e-40,1.55973563385321e-08,2.51704482596393e-33,0.0891360849029443,0.910863899499697
"670","cg07895576","Total cholesterol","chr3:12442682","rs2959273",TRUE,0.0303,0.0036,4.917e-15,22,2.70793335847337e-33,4.23283688824433e-13,3.03178559672911e-23,0.00374280104667454,0.996257198952907
"671","cg07895576","LDL cholesterol","chr3:12442682","rs2959273",TRUE,0.0269,0.0037,3.365e-11,12,2.09704085318076e-29,2.00785190626236e-09,2.72198258484069e-23,0.00160782215398551,0.998392175838158
"672","cg00245746","Obesity class 2","chr2:674940","rs2966400",TRUE,0.12,0.02,4e-10,24,3.51949429693453e-36,1.52998509026631e-06,3.72961076307242e-31,0.161293930963946,0.838704539050967
"673","cg03988595","Rheumatoid arthritis","chr1:2483933","rs2985855",TRUE,-0.105360515657826,0.014097622110982,5.6e-13,102,3.77340307443325e-50,9.32348894839483e-11,1.09670259753506e-41,0.0261239301971972,0.973876069709562
"674","cg16283208","Mean platelet volume","chr11:59323398","rs3000073",FALSE,-0.0072,0.0011,3.27e-11,15,3.28258520486446e-168,3.82299931423875e-06,4.71234811941367e-164,0.0539353893641422,0.946060787636559
"675","cg15626350","Birth weight","chr6:152130207","rs3020332",TRUE,-0.0227,0.0037,6.6e-10,64,0,1.05408436715557e-15,0,0.0261790351564969,0.973820964843412
"676","cg04063345","Birth weight","chr6:152130058","rs3020333",TRUE,-0.0233,0.0037,2.2e-10,64,0,8.39180352538977e-16,0,0.020637639164227,0.979362360835775
"677","cg04211581","Birth weight","chr6:152011656","rs3020342",TRUE,-0.0351,0.004,4.7e-18,64,5.18637915510368e-217,3.58137269182311e-15,1.33599369630408e-203,0.0913462932861857,0.908653706713796
"678","cg04343928","Systemic lupus erythematosus","chr16:85863576","rs305059",TRUE,0.182321556793955,0.0297957315679211,3.97115e-10,23,6.57420320153414e-23,8.33984245638182e-07,2.09266320409175e-19,0.00165634869454439,0.99834281732121
"679","cg16700758","Crohn's disease","chr17:32582359","rs3091315",TRUE,0.179500915857182,0.0263,9.521e-12,53,7.7459719389674e-310,1.07278587068824e-08,1.35716241399013e-303,0.0178139660081318,0.982186023264012
"680","cg24203851","Inflammatory bowel disease","chr6:111136481","rs310672",FALSE,0.121704226617602,0.0184,3.9e-11,35,4.7390940759614e-21,5.2935468185579e-07,9.20808950513787e-16,0.101955903038275,0.898043567607044
"681","cg21614303","Height","chr5:134366377","rs31198",TRUE,0.034,0.0033,4.6e-24,38,3.48443767082576e-194,4.49175784823877e-21,1.86272385603885e-175,0.0230352440705283,0.976964755929496
"682","cg18606375","Height","chr5:134365728","rs31210",TRUE,-0.035,0.0034,2e-25,36,0,6.25517618010369e-21,0,0.032501266966577,0.967498733033384
"683","cg17885226","Age at menarche","chr6:105388731","rs314262",TRUE,-0.09,0.00692555049937873,1.3e-38,26,0,5.46072231008336e-296,1.39190338071798e-99,0.0362873752286732,0.963712624771276
"684","cg16205897","Height","chr5:131564050","rs31476",TRUE,-0.02,0.0031,1.7e-10,489,0,2.53677133061898e-29,0,0.115326108851154,0.884673891148762
"685","cg16784555","Height","chr15:41708739","rs316607",TRUE,-0.024,0.0036,2.3e-11,26,9.31910428389511e-27,2.59685150196534e-07,8.0540180693448e-22,0.021464704446255,0.978535035868597
"686","cg01174240","Height","chr14:24785310","rs3181384",TRUE,0.026,0.0036,1.1e-12,11,2.81673146264451e-32,1.99357947021082e-09,7.53940982199801e-26,0.00434045887967691,0.995659539126737
"687","cg11133001","Height","chr4:122722982","rs3217753",TRUE,-0.02,0.0031,5.9e-11,75,3.51338222249913e-35,7.28573694789046e-08,1.83037247525921e-29,0.0369936164729223,0.96300631066971
"688","cg01526854","Mean cell volume","chr6:41900498","rs3218108",TRUE,-0.3547,0.0281,1.151e-34,18,4.02118844924355e-48,9.64896169853011e-33,3.49009536696591e-17,0.0828287086770901,0.917171291322913
"689","cg01526854","Red blood cell count","chr6:41900498","rs3218108",TRUE,0.0212,0.0024,5.161e-19,17,1.79346099627875e-30,4.30314154795097e-15,1.19483498726472e-18,0.00186869662726668,0.998131303372728
"690","cg01526854","Mean cell haemoglobin","chr6:41900498","rs3218108",TRUE,-0.1149,0.011,2.981e-23,18,1.54624126052545e-37,3.71025205304757e-22,5.76115987708485e-18,0.012836911982017,0.98716308801799
"691","cg02207219","Schizophrenia","chr6:30080968","rs34107459",FALSE,0.209596198928835,0.0209,1.39e-23,807,2.35750905515843e-86,1.51005176208337e-24,8.89860134367237e-64,0.0560541327177734,0.943945867282237
"692","cg12212060","Schizophrenia","chr6:28323405","rs34150729",TRUE,0.21590139005715,0.0203,1.807e-26,1353,4.9521112072284e-246,8.04021923225977e-25,1.87230932316545e-223,0.0294281344617341,0.97057186553822
"693","cg09258553","Ulcerative colitis","chr2:241564827","rs34236350",TRUE,0.192601866201511,0.0285,1.379e-11,34,4.64196161804268e-225,1.28830836742635e-08,1.71793451276488e-218,0.0467254783461214,0.953274508770771
"694","cg09258553","Inflammatory bowel disease","chr2:241564827","rs34236350",TRUE,0.146202029987569,0.0228,1.555e-10,24,4.81495670013806e-224,1.33325031973165e-07,5.94250632820159e-219,0.0154701321773231,0.984529734497693
"695","cg12912920","Years of schooling","chr4:140762680","rs34257120",TRUE,0.017,0.003,8.011e-11,30,4.90515535474885e-76,5.25965931278374e-05,9.20897122590301e-73,0.0978430887863167,0.902104314620561
"696","cg01382804","Schizophrenia","chr6:25931017","rs34313099",TRUE,-0.125098478378138,0.0144,4.113e-18,23,3.3891666988631e-18,9.24064233847978e-16,6.88506314097729e-05,0.0177901448157237,0.982141004552866
"697","cg01382804","Systemic lupus erythematosus","chr6:25931017","rs34313099",TRUE,0.262364264467491,0.0393241530171577,5.43453e-13,23,1.19595223937102e-10,3.26079177564172e-08,7.31480235697581e-05,0.0189630160488847,0.980963803200031
"698","cg06430061","Body mass index","chr5:75013592","rs34341",TRUE,-0.0236,0.0037,1.79e-10,120,0,3.33395070170347e-13,0,0.0018298470309055,0.998170152968765
"699","cg24309171","Inflammatory bowel disease","chr1:8100226","rs34466510",TRUE,0.143502762860322,0.0233,7.873e-10,122,6.80041483489105e-21,1.83189973686493e-06,4.63431930942208e-16,0.123963530736214,0.876034637364048
"700","cg15031983","Schizophrenia","chr6:28510376","rs34543938",TRUE,0.210803727896196,0.0199,3.08e-26,120,3.72037884121739e-29,2.25725242659585e-24,1.22682193943821e-06,0.0735080472065088,0.92649072597155
"701","cg27202210","Squamous cell lung cancer","chr15:78933671","rs34684276",TRUE,0.312219794998528,0.044097,8.05e-21,22,2.22484408580121e-15,5.45877047986426e-10,4.48966886916428e-07,0.109265622842559,0.890733927644678
"702","cg27202210","Lung adenocarcinoma","chr15:78933671","rs34684276",TRUE,0.281949673603379,0.042623,2.17e-17,22,3.84907748124023e-16,9.44391144682746e-11,1.89804765633265e-07,0.0456152001168173,0.954384609983975
"703","cg23050873","Inflammatory bowel disease","chr2:234184376","rs34701569",TRUE,-0.142105185626506,0.0172,1.219e-16,129,0,4.40309297736708e-15,0,0.0176162522907939,0.982383747709289
"704","cg23050873","Crohn's disease","chr2:234184376","rs34701569",TRUE,-0.288095491230882,0.0236,2.991e-34,246,0,1.50945288246733e-34,0,0.00915152758555963,0.990848472414349
"705","cg08415592","Crohn's disease","chr22:36648973","rs34762726",FALSE,0.173600303648572,0.0241,5.5e-13,65,1.61271192389499e-61,4.73582536181899e-10,1.06049390845099e-53,0.0301722123582724,0.969827787168132
"706","cg08415592","Ulcerative colitis","chr22:36648973","rs34762726",FALSE,0.174398586123289,0.0223,5.51e-15,65,1.62003829760382e-63,4.75733969795453e-12,6.20913631797574e-54,0.0172507522313111,0.982749247763931
"707","cg08415592","Inflammatory bowel disease","chr22:36648973","rs34762726",FALSE,0.17429778559904,0.0177,9.005e-23,65,3.99947654743907e-71,1.17447029359197e-19,6.62847555058562e-54,0.0184833997046857,0.981516600295321
"708","cg04553793","Schizophrenia","chr2:25193837","rs34816374",FALSE,0.205101772813445,0.02,1.253e-24,30,2.05475996561172e-56,2.27791555275176e-21,6.52612551345929e-38,0.00624113136434257,0.993758868635667
"709","cg12376055","Crohn's disease","chr18:12779790","rs34920518",TRUE,-0.216602490770829,0.0306,1.406e-12,25,2.4232860811151e-17,1.4490959685108e-09,5.79470714386682e-10,0.0336853380124902,0.966314659958945
"710","cg12376055","Inflammatory bowel disease","chr18:12779790","rs34920518",TRUE,-0.146703479192209,0.0226,8.92e-11,25,1.25090912594627e-15,7.48028631662006e-08,5.35252000757715e-10,0.0310384652526044,0.968961459409279
"711","cg18282791","Schizophrenia","chr6:26332501","rs34991172",TRUE,0.188303628471502,0.023,2.819e-16,53,1.05676810314454e-42,2.82784476123535e-22,1.00377827190649e-22,0.0258863595248888,0.974113640475118
"712","cg18282791","Systemic lupus erythematosus","chr6:26332501","rs34991172",TRUE,0.488580014818671,0.0607658202011253,8.89156e-18,47,1.41033595848596e-44,3.77623164997672e-24,2.76467753227626e-22,0.0730984591297095,0.926901540870285
"713","cg21531416","Systemic lupus erythematosus","chr11:646580","rs35134589",TRUE,-0.22314355131421,0.0412864860842893,1.38428e-09,29,2.92939553609905e-41,6.11331033745745e-05,4.19185848990441e-38,0.0865658749405945,0.913372991956037
"714","cg16655765","Mean cell volume","chr6:110680256","rs351724",FALSE,-0.184,0.0247,2.349e-15,19,1.594201743959e-26,5.93348898079944e-11,9.0485962070647e-18,0.0327108485685069,0.967289151372161
"715","cg16655765","Mean cell haemoglobin","chr6:110680256","rs351724",FALSE,-0.0792,0.0097,2.198e-17,19,1.97195603148798e-28,7.33945965608971e-13,6.84698504232522e-18,0.0245084288010409,0.975491571198225
"716","cg16655765","Red blood cell count","chr6:110680256","rs351724",FALSE,0.0163,0.0021,5.392e-15,19,1.11370991530887e-26,4.14513754945573e-11,1.46979929018123e-18,0.00447494813346929,0.995525051825077
"717","cg13547889","Inflammatory bowel disease","chr9:139433088","rs35288226",TRUE,0.115495977887975,0.0189,1.045e-09,10,2.71424521498004e-26,9.69614975241172e-07,2.21840836685266e-22,0.00693179512363367,0.993067235261388
"718","cg10903903","Schizophrenia","chr6:27647843","rs35848276",TRUE,-0.21289623486266,0.0199,9.993e-27,107,2.06134024568876e-46,5.40041543275041e-23,3.16402380904401e-25,0.0819748550755445,0.918025144924449
"719","cg13984718","Schizophrenia","chr6:26554297","rs35982103",TRUE,-0.118198121792715,0.0139,2.379e-17,64,2.36659316739638e-21,9.91703103773955e-16,2.18647805306076e-07,0.0907134353548131,0.90928634599738
"720","cg21988972","Rheumatoid arthritis","chr2:100759623","rs36026386",TRUE,0.0953101798043249,0.0139181082271516,4.5e-12,139,2.86437370922382e-271,1.08575373845508e-13,6.45596099014872e-260,0.023495105628379,0.976504894371471
"721","cg23718606","Schizophrenia","chr6:27219812","rs36034627",TRUE,-0.120801336145906,0.0141,9.789e-18,13,4.28788987358067e-50,1.16390956215622e-15,4.24753220838409e-36,0.114409893188248,0.885590106811746
"722","cg03293732","Ulcerative colitis","chr17:38017814","rs36095411",TRUE,-0.144101343974257,0.0216,2.764e-11,127,1.05641067270687e-81,1.48370147917855e-08,2.32044904985971e-75,0.0316217287595875,0.96837825640339
"723","cg03293732","Inflammatory bowel disease","chr17:38017814","rs36095411",TRUE,-0.142600968599022,0.0172,9.72e-17,137,1.59900001187147e-87,2.24594058947332e-14,1.74838399819504e-75,0.0235812207352959,0.976418779264693
"724","cg18495191","Crohn's disease","chr6:167200499","rs364283",TRUE,0.155498342750079,0.0228,9.815e-12,314,2.98191357835895e-98,9.52117555350828e-09,4.15971046519515e-91,0.131950466338698,0.868049524140139
"725","cg05677184","Systemic lupus erythematosus","chr16:85966009","rs366078",TRUE,-0.301105092783922,0.0414589105861671,8.41936e-12,59,0,1.50862434140504e-12,0,0.00786875470683884,0.992131245291706
"726","cg16564940","Birth weight","chr17:7117310","rs367181",TRUE,0.0284,0.0037,1e-14,64,3.70004768161687e-172,6.23624123407005e-11,1.39434970241535e-163,0.0225235750672983,0.977476424870365
"727","cg09297636","Height","chr2:219923910","rs3731881",TRUE,-0.019,0.0031,7.8e-10,42,1.56022193195797e-37,7.55071895531092e-07,2.33324915465981e-32,0.112029996193812,0.887969248734298
"728","cg17160751","Age at menarche","chr4:104641250","rs3733632",TRUE,-0.049,0.00786242226680937,4.6e-10,10,2.92171641330087e-65,1.4498714392691e-06,1.05664214526706e-61,0.00424772613008396,0.995750823998476
"729","cg17984469","Height","chr6:109777324","rs3734652",TRUE,0.025,0.003,5.5e-17,191,3.42585209846631e-178,4.18247816794283e-13,2.8699621253452e-167,0.0340722279540952,0.965927772045495
"730","cg22188192","Transferrin Saturation","chr6:26548083","rs3736782",TRUE,0.0601,0.01,1.676e-09,44,4.45266465143313e-10,3.00146434103508e-06,7.35345594958536e-06,0.0486170039244305,0.951372640710013
"731","cg08571680","Mean cell volume","chr11:67407505","rs3741168",TRUE,0.1319,0.0256,2.048e-09,38,2.00852627311966e-46,0.000634369359864463,4.8400680653658e-44,0.152020502378539,0.847345128261591
"732","cg19586165","HDL cholesterol","chr17:37814072","rs3744348",TRUE,0.0354,0.0039,3.533e-18,229,3.32840995129718e-190,5.33209314885943e-17,5.62739765605029e-176,0.00802308099958306,0.991976919000418
"733","cg14189583","Height","chr19:42703852","rs3745231",TRUE,0.036,0.0049,1.8e-13,52,5.36427467126627e-116,5.92787105860486e-10,1.38274885893507e-108,0.0142945653285396,0.985705434078701
"734","cg19187682","Inflammatory bowel disease","chr20:62682021","rs3746341",TRUE,0.10599831222235,0.0174,1.121e-09,25,9.11249248736532e-18,8.51960827240452e-07,2.27501225802052e-13,0.0202902271367979,0.979708920902149
"735","cg12090052","Height","chr6:35109435","rs3756856",TRUE,0.035,0.0043,1.9e-16,33,2.64808612822943e-58,4.55572499622166e-13,3.38223547839486e-47,0.0572446825750645,0.942755317424486
"736","cg13620881","Age at menopause","chr6:10888129","rs3756957",TRUE,0.17,0.02,2.3e-16,31,0,7.14424330134016e-16,0,0.000115660737670073,0.999884339262279
"737","cg22630713","Rheumatoid arthritis","chr7:128577824","rs3757387",TRUE,-0.116533816255952,0.0142552189781777,2e-14,74,1.17408790106469e-245,5.12764284484921e-13,3.07810287246458e-236,0.000344657306759647,0.999655342692691
"738","cg19566658","Heart rate","chr7:100466241","rs3757868",TRUE,0.5194,0.0674,1.267e-14,44,4.21440698573117e-296,4.09979931009424e-11,1.37052289560101e-287,0.0123448702787021,0.987655129680307
"739","cg14396214","Crohn's disease","chr20:62367998","rs3761123",TRUE,0.162798890305091,0.0254,1.509e-10,178,0,7.03808021979772e-07,0,0.164339237512133,0.835660058679846
"740","cg18760173","Primary biliary cirrhosis","chr1:67896816","rs3762314",TRUE,0.196635291433414,0.0269329844456774,1.92355e-09,16,2.24456104344717e-66,3.21909786649689e-10,3.63273097247559e-59,0.00421419347111899,0.995785806206977
"741","cg18760173","Inflammatory bowel disease","chr1:67896816","rs3762314",TRUE,0.113801787662147,0.0174,6.222e-11,62,3.37284864119244e-64,6.72742165933241e-08,1.08380962504867e-58,0.0206381049541571,0.979361827771624
"742","cg12632753","Height","chr4:122791694","rs3762840",TRUE,0.02,0.003,4.1e-11,19,2.79525623821933e-21,1.21623228755043e-07,3.40872000847547e-16,0.0138453850157612,0.98615449336101
"743","cg21282837","Height","chr1:2104641","rs377283",TRUE,-0.021,0.003,8.2e-12,13,2.60391244014885e-13,2.77938368903233e-08,1.07702343174488e-06,0.114074214252398,0.885924680930072
"744","cg19972273","Systemic lupus erythematosus","chr7:128594194","rs3778750",TRUE,-0.23572233352107,0.0289103789048477,5.44015e-14,161,9.64537551247233e-71,1.04608495112114e-44,2.30805120958957e-28,0.024055923616549,0.975944076383442
"745","cg26616347","Rheumatoid arthritis","chr7:128577752","rs3778754",TRUE,0.104360015324243,0.0137926584873152,4.4e-14,74,0,8.9018343973131e-12,0,0.0223602739034809,0.977639726087651
"746","cg22795239","Femoral neck bone mineral density","chr7:120965378","rs3779381",TRUE,0.057989,0.008522,2.87e-11,29,4.15142513415258e-196,1.94658501496266e-08,5.06664372026645e-191,0.00137710411450891,0.998622876419615
"747","cg22795239","Lumbar spine bone mineral density","chr7:120965378","rs3779381",TRUE,0.073752,0.009913,3.85e-13,21,4.15156494059256e-198,1.93625013017714e-10,9.96613417636696e-190,0.045526621998237,0.954473377808135
"748","cg10512278","HDL cholesterol","chr16:68027839","rs3785108",TRUE,0.0766,0.0051,1.615e-44,42,3.66619998110253e-81,3.86426896505265e-47,1.03480443074363e-37,9.08012554678279e-05,0.999909198744519
"749","cg07736922","Inflammatory bowel disease","chr17:40539702","rs3785898",TRUE,-0.12530248599513,0.019,3.84e-11,61,4.41969443516829e-23,4.64595349630879e-08,4.5315401163626e-17,0.0466819313284068,0.953318022212057
"750","cg15576012","HDL cholesterol","chr18:47117416","rs3786248",TRUE,0.0603,0.0076,2.852e-14,17,6.75813666916925e-38,5.44777162328344e-12,2.41435445740684e-29,0.000947171751916017,0.999052828242643
"751","cg25984973","Inflammatory bowel disease","chr20:62289569","rs3787102",TRUE,0.106798481289511,0.0174,7.932e-10,10,5.25008312430095e-29,8.69858695376111e-07,5.45383188274487e-25,0.00804421265167963,0.991954917489632
"752","cg16448702","Crohn's disease","chr2:234072980","rs3792109",TRUE,0.300697009529276,0.0233,3.876e-38,68,1.18685111370213e-49,3.71031347382592e-34,7.97473737657581e-18,0.0239544408320326,0.976045559167968
"753","cg16448702","Inflammatory bowel disease","chr2:234072980","rs3792109",TRUE,0.146996578734341,0.0169,4.049e-18,68,2.50634509097021e-30,7.83529277912285e-15,1.05867831148093e-17,0.0321283470571049,0.967871652942884
"754","cg07107420","Height","chr7:8010894","rs37974",TRUE,-0.019,0.0031,2.1e-09,54,5.03264565653317e-148,2.57099226636056e-07,6.29680071261067e-144,0.00221902154126757,0.997780721359522
"755","cg01868782","Height","chr6:126071099","rs3799709",TRUE,-0.018,0.0029,2e-09,49,5.72227413553298e-156,2.7475397058089e-06,2.07003736652708e-152,0.00894819838904645,0.991049054071259
"756","cg03095562","Height","chr6:126071467","rs3799711",TRUE,-0.018,0.0029,1.6e-09,11,1.06095227104104e-14,3.41311130464911e-06,3.20792998040181e-11,0.00932932769205861,0.990667259164548
"757","cg26077005","Transferrin","chr6:27236793","rs3800314",TRUE,-0.0655,0.0102,1.176e-10,11,4.18081463779722e-92,1.5724833589547e-07,1.29477580858813e-87,0.00387377032090616,0.996126072430749
"758","cg19435724","Lumbar spine bone mineral density","chr12:54387917","rs3803042",TRUE,-0.060928,0.00896,3.23e-11,22,2.58248660274411e-61,2.07207155228225e-08,1.08024701953835e-55,0.00767509323819871,0.992324886041088
"759","cg04086097","Rheumatoid arthritis","chr7:128580792","rs3807306",TRUE,0.104360015324243,0.0137926584873152,2.3e-13,11,4.49957551288813e-91,8.88952770678206e-11,8.93852120310631e-82,0.17576849744513,0.824231502465962
"760","cg04086097","Primary biliary cirrhosis","chr7:128580792","rs3807306",TRUE,0.272086084827225,0.025382453037713,3.00115e-16,15,1.95282488536628e-103,2.20571827379141e-23,1.4047008665661e-83,0.000587198673062512,0.999412801326926
"761","cg21213853","Inflammatory bowel disease","chr3:51741473","rs3811696",FALSE,0.110601756327796,0.0167,3.512e-11,224,3.50623140737739e-10,3.52410645108606e-08,0.000575138741997937,0.0568645241561727,0.942560301510141
"762","cg24793265","Ulcerative colitis","chr9:139269240","rs3812558",TRUE,-0.153395964696383,0.0213,5.984e-13,84,1.88102785288092e-44,5.9684077639367e-10,4.37111335346652e-37,0.0128822073409605,0.9871177920622
"763","cg24793265","Inflammatory bowel disease","chr9:139269240","rs3812558",TRUE,-0.177596736358239,0.0171,2.891e-25,168,2.6667852276095e-56,8.46218119941163e-22,5.2450610946024e-37,0.0156591657087147,0.984340834291281
"764","cg24793265","Crohn's disease","chr9:139269240","rs3812558",TRUE,-0.212599337438539,0.0235,1.559e-19,165,9.71819092991038e-51,3.08365664894247e-16,7.88614347259049e-37,0.0240473865338675,0.97595261346613
"765","cg02767068","Schizophrenia","chr16:30198517","rs3814880",TRUE,0.0654974362315006,0.0106,6.408e-10,90,4.7259526843283e-85,8.58917663007851e-07,3.58240466460491e-80,0.0641725409185028,0.935826600163826
