Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Gene	Type	Beta	SE	P	Details
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg12806681	chr5:368394	AHRR	North shore	-0.0187	0.0021	2.6e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08035323	chr2:9843525		Open sea	0.0313	0.0036	2.9e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08305533	chr22:32007224	SFI1	Open sea	0.0148	0.0017	3.1e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13985198	chr1:45242073	SNORD46;RPS8;SNORD38A	South shore	-0.0094	0.0011	3.3e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg21322436	chr7:145812842	CNTNAP2	North shore	-0.0315	0.0036	3.5e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00579402	chr19:5838999	FUT6	Open sea	0.0127	0.0015	3.6e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04299274	chr17:25798741	KSR1	Open sea	-0.0085	0.001	3.9e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg20897136	chr10:74034667	DDIT4	Island	-0.0101	0.0012	3.9e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg24715735	chr19:35531403	HPN	North shore	0.0065	7e-04	4e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg10717312	chr2:241976244	SNED1	Island	0.0178	0.0021	4.7e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg18216249	chr12:48100805	RPAP3	South shore	-0.0076	9e-04	5.3e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg10691866	chr7:65817282	TPST1	Open sea	-0.0305	0.0035	5.4e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04543273	chr5:176758413		North shore	0.0065	8e-04	5.4e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26954197	chr5:436816	AHRR	Open sea	0.0071	8e-04	5.6e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg24323726	chr3:111314186	ZBED2;CD96	Open sea	-0.009	0.001	5.7e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg06901890	chr9:132803508	FNBP1	North shore	-0.0102	0.0012	6.3e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23771366	chr11:86510998	PRSS23	North shore	-0.0362	0.0042	7.5e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00639656	chr17:27050360	SNORD42A;RPL23A;SNORD4B	North shelf	-0.0084	0.001	7.6e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg18476604	chr22:30721543	TBC1D10A	North shore	-0.008	9e-04	7.8e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26126879	chr8:103916295		Open sea	0.0103	0.0012	8e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg21138542	chr6:170581502		South shore	0.0136	0.0016	8.2e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg14753356	chr6:30720108		Open sea	-0.0378	0.0044	9.2e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg17924476	chr5:323794	AHRR	South shore	0.0335	0.0039	9.3e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg18451588	chr7:29606289	PRR15	Island	-0.0186	0.0022	9.3e-18	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg27514333	chr15:66996626	SMAD6	South shore	-0.01	0.0012	1e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04517079	chr6:41546161	FOXP4	Open sea	-0.0165	0.0019	1.1e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg02736016	chr12:1017144	WNK1	Open sea	0.0106	0.0012	1.1e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07941108	chr14:90741814		Open sea	-0.0132	0.0015	1.2e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07057831	chr12:131323042	STX2	North shore	-0.0107	0.0013	1.2e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04180046	chr7:45002736	MYO1G	Island	0.0351	0.0041	1.3e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07090714	chr6:6857062		Open sea	-0.0185	0.0022	1.4e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg14614490	chr9:123637816	PHF19	North shore	-0.0066	8e-04	1.6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg15342087	chr6:30720209		Open sea	-0.0306	0.0036	1.6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg20772590	chr17:75446431	SEPT9	North shore	-0.0082	0.001	1.6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg19935065	chr10:98062687	DNTT	Open sea	0.0128	0.0015	1.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg26283141	chr6:33240471	VPS52;RPS18	South shore	-0.015	0.0018	1.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13193840	chr2:233285289		Island	-0.0174	0.002	1.8e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg15029032	chr15:86294644		Open sea	0.0138	0.0016	1.9e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23973524	chr19:18873222	CRTC1	Island	0.0248	0.0029	1.9e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg03059073	chr7:150130708		Open sea	0.0135	0.0016	2.1e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg11961495	chr10:80873797	ZMIZ1	Open sea	-0.0149	0.0018	2.1e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg01022370	chr8:8749074	MFHAS1	Island	-0.0067	8e-04	2.3e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05906166	chr19:16437057	KLF2	Island	-0.0267	0.0031	2.5e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg07839313	chr19:17514600	BST2	Open sea	-0.0096	0.0011	2.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23079012	chr2:8343710		Open sea	-0.0223	0.0026	2.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg09935388	chr1:92947588	GFI1	Island	-0.0832	0.0099	3.1e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg05886626	chr15:39873553	THBS1	Island	-0.0144	0.0017	3.6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00207731	chr15:91416118	FURIN	South shore	-0.0124	0.0015	3.6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg20727233	chr7:97501946	ASNS	South shore	-0.0049	6e-04	3.9e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13038618	chr14:77467391		Open sea	-0.0245	0.0029	4e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00668559	chr6:44230977	NFKBIE	North shore	-0.0103	0.0012	4.3e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13855261	chr17:14206572	HS3ST3B1;MGC12916	Island	-0.0084	0.001	4.3e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16254756	chr1:154943676	SHC1	North shelf	-0.011	0.0013	4.5e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg19046189	chr19:49316732	HSD17B14	South shore	0.0078	9e-04	4.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg16786458	chr5:149108820	PPARGC1B	North shore	0.0177	0.0021	4.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg08928675	chr7:5528044	FBXL18	Island	-0.0153	0.0018	5.3e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg17287155	chr5:393347	AHRR	Open sea	-0.0268	0.0032	5.4e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00310412	chr15:74724918	SEMA7A	North shore	-0.0229	0.0027	5.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg24947694	chr11:86387554		South shelf	-0.0121	0.0014	6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04086928	chr9:134612644	RAPGEF1	Open sea	-0.0082	0.001	6e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg13985437	chr11:76381044	LRRC32	North shore	-0.0143	0.0017	6.3e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg23606396	chr6:29717917	LOC285830	South shore	0.0107	0.0013	6.7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg04232972	chr16:30671644		South shore	-0.0153	0.0018	7e-17	
Joehanes R		27651444	2016-10-01	Smoking	EFO_0006527, EFO_0005671, EFO_0004318	Current vs never smoking	Table S2	DNA methylation	Current versus never smoking	Age, sex, white blood cell counts and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood, CD4+ T cells or monocytes	9389	16	2433 current smokers, 6956 never smokers	60.3	3331	6058	6750			2639			cg00071265	chr20:60717158	PSMA7	North shore	-0.0091	0.0011	7.5e-17	
